category,changed_from_baseline,frequency
wild boar,0.62,0
pot,0.43999999999999995,12
newfoundland,0.42000000000000004,0
spider monkey,0.4,0
jeep,0.38,0
tub,0.36,4
worm fence,0.34,0
pirate,0.32,1
printer,0.31999999999999995,12
vacuum,0.3,0
great white shark,0.3,0
lhasa,0.28,0
tank,0.27999999999999997,6
collie,0.27999999999999997,1
bonnet,0.26,0
upright,0.26,0
dock,0.26,9
pickup,0.26,12
soup bowl,0.26,0
chihuahua,0.24000000000000005,0
plate,0.24000000000000005,57
moped,0.24000000000000002,0
dandie dinmont,0.24000000000000002,0
artichoke,0.24,0
streetcar,0.24,0
hummingbird,0.24,0
desk,0.24,45
maltese dog,0.24,0
water bottle,0.24,0
green snake,0.22000000000000003,0
shovel,0.22000000000000003,1
king crab,0.22000000000000003,0
hair spray,0.22000000000000003,0
nail,0.22,2
lampshade,0.22,0
jersey,0.22,0
acorn,0.21999999999999997,0
chest,0.21999999999999997,1
butternut squash,0.21999999999999997,0
impala,0.21999999999999997,0
ballpoint,0.21999999999999997,0
cradle,0.21999999999999997,0
mailbox,0.21999999999999997,1
african elephant,0.20000000000000007,0
four-poster,0.2,0
bouvier des flandres,0.2,0
cup,0.2,17
stingray,0.2,0
thunder snake,0.19999999999999998,0
studio couch,0.19999999999999996,0
slug,0.19999999999999996,0
binder,0.18000000000000005,0
dragonfly,0.18000000000000005,0
sax,0.18000000000000005,0
cloak,0.18000000000000005,0
switch,0.18000000000000005,1
tractor,0.18000000000000005,3
shield,0.18000000000000005,0
honeycomb,0.18000000000000005,0
mantis,0.18,0
suit,0.18,38
boa constrictor,0.18,0
vizsla,0.18,0
laptop,0.17999999999999994,15
giant schnauzer,0.16000000000000003,0
bannister,0.16000000000000003,0
dough,0.16000000000000003,0
drum,0.16000000000000003,0
coyote,0.16000000000000003,0
gown,0.16000000000000003,0
mask,0.16000000000000003,20
lakeside,0.16000000000000003,0
rottweiler,0.16000000000000003,0
wig,0.16000000000000003,2
kuvasz,0.16000000000000003,0
mushroom,0.16,11
cliff,0.15999999999999998,12
lotion,0.15999999999999998,0
mitten,0.15999999999999998,0
frying pan,0.15999999999999998,0
sandal,0.15999999999999992,0
yawl,0.15999999999999992,0
leaf beetle,0.15999999999999992,0
pillow,0.15999999999999992,7
coral reef,0.15999999999999992,0
gorilla,0.15999999999999992,3
parachute,0.15999999999999992,2
radio telescope,0.14000000000000007,0
radio,0.14000000000000007,3
redshank,0.14,0
