image_path,caption
data/val2017/000000158956.jpg,A woman is cutting into a cake with a large knife.
data/val2017/000000164602.jpg,A man and woman brushing their teeth and taking a selfie photo with a camera in a bathroom mirror.
data/val2017/000000060823.jpg,Some cows that are wandering around a lot of pigeons.
data/val2017/000000279714.jpg,A baseball bat is in a window looking out over the street.
data/val2017/000000375763.jpg,A very cute flock of sheep in a grassy field.
data/val2017/000000490171.jpg,A man in a wet suit riding on a surfboard with a dog.
data/val2017/000000474021.jpg,A couple of guys playing on the nintendo wii at a gathering. 
data/val2017/000000183437.jpg,a large elephant that has people sitting on top.
data/val2017/000000042296.jpg,a polar bear partially submerged in a body of water
data/val2017/000000414638.jpg,A white plate with a sliced up piece of food on top of it.
data/val2017/000000430961.jpg,A baseball player lunges and reaches back with the ball.
data/val2017/000000119452.jpg,a spotty banana sitting on top of an orange and some other fruit 
data/val2017/000000047801.jpg,A man with glasses on biting into a piece of cake.
data/val2017/000000239347.jpg,A picture of a couple that just got married lying in a bed.
data/val2017/000000109055.jpg,a cat sitting next to a bunch of bikes parked next to each other
data/val2017/000000116362.jpg,A bowl of food sits prepared with eating utensils.
data/val2017/000000042070.jpg,A white bus driving down a street next to a building.
data/val2017/000000565153.jpg,a sidewalk with grass and signs next to it
data/val2017/000000172935.jpg,A person flying through the air whale riding skis.
data/val2017/000000348243.jpg,A large black horse has a long mane of hair.
data/val2017/000000091500.jpg,Two kids hanging out playing video games on folding chairs.
data/val2017/000000106235.jpg,There is a cream colored couch behind the oval coffee table.
data/val2017/000000249219.jpg,This is a double-decker bus shown in a tropical area.
data/val2017/000000460347.jpg,City bus next to traffic cones in the far right lane of a busy freeway.
data/val2017/000000463690.jpg,The man is lying on the sidewalk with one leg in the air.
data/val2017/000000562197.jpg,three different pictures of bean salad on a plate
data/val2017/000000383621.jpg,A passenger airplane is taking off into a cloudy sky.
data/val2017/000000401244.jpg,a person playing frisbee on a field in sport wear
data/val2017/000000489091.jpg,A vanity and toilet are in a bathroom under a mirror.
data/val2017/000000473406.jpg,A little boy sitting on a kitchen counter top next to a plate of sliced apples.
data/val2017/000000462643.jpg,A small electronic device sits in the palm of someone's hand.
