image_path,caption
../../coco-counterfactuals/synthetic-images-for-original-captions/213255_3.jpg,A man cooking hot dogs with a light colored jacket on
/export/share/datasets/COCO2017/val2017/000000039670.jpg,A train traveling through rural countryside lined with trees.
../../coco-counterfactuals/synthetic-images-for-original-captions/51976_1.jpg,A man riding a wave on top of a surfboard.
/export/share/datasets/COCO2017/val2017/000000115870.jpg,A few people are sitting on a long coach together
/export/share/datasets/COCO2017/val2017/000000077460.jpg,People fill a park area under a cloudy sky while kites pepper the sky.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/141821_1.jpg,A beef pizza with rice and water on a bench
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/328683_2.jpg,A parking meter with a set of different colored wires wrapped around it.
../../coco-counterfactuals/synthetic-images-for-original-captions/328117_0.jpg,A metal tray filled with fried donuts and metal tongs.
/export/share/datasets/COCO2017/val2017/000000545730.jpg,A group of zebras are crossing a stream.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/79229_2.jpg,a man follows closely behind a man on a horse.
/export/share/datasets/COCO2017/val2017/000000028285.jpg,A large white and blue clock tower sitting over a roof.
../../coco-counterfactuals/synthetic-images-for-original-captions/465836_2.jpg,Three men are skiing down a snow covered hill.
../../coco-counterfactuals/synthetic-images-for-original-captions/540928_2.jpg,A cat is walking past a chair. 
../../coco-counterfactuals/synthetic-images-for-original-captions/429718_2.jpg,An old- fashioned train rounds the corner on train tracks. 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/241668_4.jpg,A bride is with a long red haired person with glasses.
/export/share/datasets/COCO2017/val2017/000000162366.jpg,A parking meter sitting in front of a brick building.
/export/share/datasets/COCO2017/val2017/000000165518.jpg,A man riding a motorcycle through the rain.
/export/share/datasets/COCO2017/val2017/000000394328.jpg,This bathroom has red and white walls and a poster.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/180101_4.jpg,A man getting ready to blow out birthday candles with a girl watching.
../../coco-counterfactuals/synthetic-images-for-original-captions/286660_3.jpg,An old teddy bear is wearing vampire teeth being held by a temptress.
../../coco-counterfactuals/synthetic-images-for-original-captions/276285_4.jpg,pizza an other food on a table at a restaurant
/export/share/datasets/COCO2017/val2017/000000082696.jpg,a goose walking inside of a cafeteria area
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/31735_1.jpg,A living room painted red with black couches and pool tables
/export/share/datasets/COCO2017/val2017/000000549136.jpg,A chain link fence is overgrown with vines.
/export/share/datasets/COCO2017/val2017/000000168619.jpg,A cement walkway is beside a grassy field near a residential area.
/export/share/datasets/COCO2017/val2017/000000246968.jpg,A woman standing in a kitchen making food.
/export/share/datasets/COCO2017/val2017/000000391648.jpg,A white clock tower next to a brown building at night.
/export/share/datasets/COCO2017/val2017/000000105923.jpg,A stuffed elephant standing in a museum window.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/546976_2.jpg,A man sticks out his tongue while sitting on a bicycle.
/export/share/datasets/COCO2017/val2017/000000048564.jpg,A young man dressed for skiing talking on a cell phone.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/33221_4.jpg,A group of men standing on top of a beach.
../../coco-counterfactuals/synthetic-images-for-original-captions/578871_2.jpg,there is a young girl sitting at a table eating
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/175364_4.jpg,a room showing a refrigerator and an oven
/export/share/datasets/COCO2017/val2017/000000007977.jpg,A teenager is doing a wheelie on a skateboard.
../../coco-counterfactuals/synthetic-images-for-original-captions/1000_1.jpg,a large family poses for picture on tennis court
/export/share/datasets/COCO2017/val2017/000000532901.jpg,An old style bedroom with a bed in the middle of it.
../../coco-counterfactuals/synthetic-images-for-original-captions/163611_3.jpg,A picnic table with pizza on two trays 
/export/share/datasets/COCO2017/val2017/000000245448.jpg,Several men stand outside around a motorcycle. 
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/509451_4.jpg,some woman and a child are in a photograph
/export/share/datasets/COCO2017/val2017/000000080340.jpg,A little boy that is standing on a sidewalk with a suitcase.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/404479_0.jpg,A large UFO sitting on top of an airport runway.
/export/share/datasets/COCO2017/val2017/000000229753.jpg,A couple of giraffe standing around palm trees.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/254368_0.jpg,A man laying in bed holding a bag of food.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/323895_2.jpg,A man in a golf tournament getting ready to hit the ball
../../coco-counterfactuals/synthetic-images-for-original-captions/405432_3.jpg,Donuts and a bag of beans on a table with remote.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/266206_3.jpg,The open window to the bathroom is shown here.
../../coco-counterfactuals/synthetic-images-for-original-captions/493613_1.jpg,A skateboard turned upside down in a street with shoes hovering over it 
/export/share/datasets/COCO2017/val2017/000000225946.jpg,A train traveling through the countryside next to a dirt road.
/export/share/datasets/COCO2017/val2017/000000172648.jpg,a man reaches in the back of a truck 
/export/share/datasets/COCO2017/val2017/000000482735.jpg,A man on a surfboard riding a wave in the ocean.
/export/share/datasets/COCO2017/val2017/000000145597.jpg,A group of people crowded around a picnic blanket.
../../coco-counterfactuals/synthetic-images-for-original-captions/147338_4.jpg,a fire hydrant with a face drawn on the front
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/178982_2.jpg,there are two men on motorcycles approaching a tunnel
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/224093_1.jpg,Cow graze in a ditch outside of a rural township.
/export/share/datasets/COCO2017/val2017/000000041633.jpg,A vintage red truck parked in a parking lot under a blue sky.
/export/share/datasets/COCO2017/val2017/000000232538.jpg,A train sits on the track at a deserted station overlooked by a tower.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/557884_0.jpg,A green tree with hanging branches on a wall.
/export/share/datasets/COCO2017/val2017/000000306893.jpg,Red and white train at the end of a train station.
../../coco-counterfactuals/synthetic-images-for-original-captions/200961_1.jpg,"A woman who just caught a frizzebe, and is falling."
/export/share/datasets/COCO2017/val2017/000000369675.jpg,A train is full of of passengers as it pulls off from the station.
/export/share/datasets/COCO2017/val2017/000000152214.jpg,A man in a suit smiling at the camera 
/export/share/datasets/COCO2017/val2017/000000559842.jpg,boys wearing red shirts running around after a soccer ball
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/209142_3.jpg,A table holding a white bag with peas and broccoli in it.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/86582_0.jpg,A plastic bag is on the keyboard of a laptop.
../../coco-counterfactuals/synthetic-images-for-original-captions/323496_1.jpg,A young man standing on a tennis court holding a racquet.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/389451_1.jpg,A group of cows walking down a road.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/111951_1.jpg,"A bathroom with a waterfall shower, glass and wood vanity and a toilet."
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/162035_2.jpg,A sign on a building has a teddy bear on it.
/export/share/datasets/COCO2017/val2017/000000361586.jpg,Some people are checking in at the ticket counter somewhere in Asia.
../../coco-counterfactuals/synthetic-images-for-original-captions/231831_3.jpg,A cat stands with its paws against a desk. 
/export/share/datasets/COCO2017/val2017/000000403565.jpg,A man wearing a bike helmet standing next to a bicycle.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/163682_2.jpg,"A boy in an office, wearing a shirt and tie, smiles at the camera."
/export/share/datasets/COCO2017/val2017/000000244379.jpg,"This highway is empty this early on the morning,"
/export/share/datasets/COCO2017/val2017/000000083172.jpg,A woman holding a racquet on top of a tennis court.
/export/share/datasets/COCO2017/val2017/000000515579.jpg,A man throwing a ball in a black and white photo.
../../coco-counterfactuals/synthetic-images-for-original-captions/27932_0.jpg,A catchers mitt sitting inside of a blue baseball hat.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/293858_3.jpg,a close up of a fruit and vegetables on a plate
../../coco-counterfactuals/synthetic-images-for-original-captions/493799_1.jpg,"A plate of food containing carrots, potatoes and meat."
/export/share/datasets/COCO2017/val2017/000000162130.jpg,A secluded park bench over looking a field.
../../coco-counterfactuals/synthetic-images-for-original-captions/323571_4.jpg,A street sign sitting on the side of a large pole.
../../coco-counterfactuals/synthetic-images-for-original-captions/533855_4.jpg,A white donut with a jumping rope to work it off.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/213224_0.jpg,A vase filled with flowers next to a smaller vase filled with even more grass.
../../coco-counterfactuals/synthetic-images-for-original-captions/336356_3.jpg,A woman sitting at a table in front of her pizza. 
../../coco-counterfactuals/synthetic-images-for-original-captions/6763_1.jpg,A man and woman hugging in a restaurant
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/144984_3.jpg,A boy wearing an orange t-shirt playing a video game while sitting on a bench.
/export/share/datasets/COCO2017/val2017/000000130599.jpg,A man punching an innocent giraffe in the side of it's head.
../../coco-counterfactuals/synthetic-images-for-original-captions/61171_2.jpg,Cows and ponies are eating hay in the barn
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/369812_1.jpg,A `` I Love Tottenham '' sign on a black wall
/export/share/datasets/COCO2017/val2017/000000332318.jpg,Cows lounge in a field with a mountain backdrop.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/72813_3.jpg,Dog lies on bed looking towards the window
../../coco-counterfactuals/synthetic-images-for-original-captions/18833_4.jpg,A nat naps with his head on a sneaker.
/export/share/datasets/COCO2017/val2017/000000123585.jpg,a pigeon eating out of a bread bowl. 
/export/share/datasets/COCO2017/val2017/000000173004.jpg,A dining table with some very tasty looking pizza.
/export/share/datasets/COCO2017/val2017/000000553788.jpg,A girl on a bed studying something on her laptop.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/304817_1.jpg,A snow board sticking out of the side of a house.
/export/share/datasets/COCO2017/val2017/000000465549.jpg,Two young people playing a game on a video game console.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/516038_0.jpg,A football player pitching a baseball on a field.
/export/share/datasets/COCO2017/val2017/000000342971.jpg,A man wearing sunglasses and a coat catching a frisbee.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/347544_3.jpg,"An orange, blue, and yellow bus on the street in front of a hotel."
../../coco-counterfactuals/synthetic-images-for-original-captions/415536_4.jpg,A transit bus coming down a street with a large wooded side area.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/459272_2.jpg,A woman holding a cell phone and standing in a littered street with others.
../../coco-counterfactuals/synthetic-images-for-counterfactual-captions/412240_4.jpg,A small black dog sits beside a pair of boots.
/export/share/datasets/COCO2017/val2017/000000187734.jpg,A group of young people standing next to each other.
../../coco-counterfactuals/synthetic-images-for-original-captions/165681_0.jpg,This is an image of a row of scooters
/export/share/datasets/COCO2017/val2017/000000262938.jpg,Stuffed animals looking a pictures of other animals in a book.
/export/share/datasets/COCO2017/val2017/000000070048.jpg,a table that has some food on top of it
/export/share/datasets/COCO2017/val2017/000000468925.jpg,"a plate with bacon, eggs and hamburger topped with bananas"
